from_bus,to_bus,loading_percent,p_from_mw,q_from_mvar,p_losses_mw,q_losses_mvar
0,1,85.68256395555305,1.5635516999285373,-0.17314588338449619,0.04268349121184789,0.1303189793023151
0,4,41.67098029843507,0.7650664753242942,0.0016726795143811302,0.028146451941115647,0.11619070379381516
1,2,40.283989203035695,0.7266577633714232,0.060082239495283206,0.022876608608266458,0.09637968766414934
1,3,31.17232344619977,0.5613225302067844,-0.05707651985774948,0.0169398857514913,0.051399758884319004
1,4,23.146453331242384,0.4158879148527763,-0.05055373518734761,0.009153430555220943,0.02794728422279137
2,3,13.626976799619081,-0.2382188452471644,-0.008936923038696198,0.003733016464698674,0.00952779474871615
3,4,35.21562127977844,-0.6220467199452008,0.07932468020612038,0.0049667606283937404,0.01566668839413185
3,6,17.736917544660162,0.28477092559606754,-0.13660566125154908,0.0009437947319582141,0.019736635434710298
3,8,9.242861524297306,0.16170657592992957,-0.03066001491834879,0.0002562914674719974,0.014254418837858062
4,5,25.92674584751072,0.44064102730094573,-0.14536104969343164,0.002016588450724166,0.05082206213515236
5,10,4.937035354463346,0.07153176948044172,0.0570530716945952,0.0006945218196912489,0.0014544155605031514
5,11,4.480389576156517,0.07822598387475158,0.027847346447171763,0.0007401845737771001,0.0015405305981443483
5,12,10.54670803475438,0.17686668654849735,0.0832069167801606,0.002207419884599632,0.004347098841523747
6,7,11.547893389975295,0.0004000614499849245,-0.21096968121582377,0.0004000615252387138,0.00704708376707977
6,8,15.79951226429166,0.28342706897321257,0.05462738619682003,0.0007488737633685183,0.008238360270816938
8,9,3.2219851413571523,0.05446143488219652,0.021131785271988827,9.9067679480494e-05,0.00026316312216605187
8,13,5.367245735446406,0.09466704550091097,0.022538000203220093,0.0010985097922797254,0.0023366775048115317
9,10,2.8477217395408116,-0.035637632413337283,-0.03713137794721032,0.0001996158127905781,0.0004672786003983784
11,12,1.0645295163887614,0.01648579948659285,0.010306816174118709,7.510549359654103e-05,6.795258944448587e-05
12,13,3.528659011181174,0.05606996102323268,0.031098681869014422,0.0006384971054790994,0.0013000044617611471
