from_bus,to_bus,loading_percent,p_from_mw,q_from_mvar,p_losses_mw,q_losses_mvar
0,1,71.15612751556388,1.0384821278335412,0.7513056315623754,0.015189583161791642,0.04253079026569828
1,2,56.78214653218563,0.9932925463633593,-0.008692878322728392,0.028824456746678218,0.08221738460956642
2,3,36.18682115712682,0.6171524237753402,-0.016483614384736958,0.004399873043335445,0.014378145041613784
3,4,8.591209584543776,0.14095281259690995,-0.03672910762858363,0.0013839165212477522,0.002922823956699773
3,5,9.204148983662531,0.1483101993343359,-0.04854085622377814,0.0010928410020042412,0.0037613957517700497
5,6,10.026797210965093,-0.1684339351816801,0.024426056634751947,0.0006032199701564434,0.0030764135113461773
5,7,25.16554228740316,-0.4249842497207484,-0.04308230952283011,0.006440706932791196,0.032868489859139566
7,8,102.4769412129285,1.7697634772838107,0.22355671638028252,0.03150457042997745,0.15909806371003898
8,9,10.742560110571475,0.17842751119136072,-0.03759547456550962,0.001277506737686368,0.005812815481434606
8,10,8.907656482822784,0.13022937851227173,0.07682171966887189,0.0006141406894663581,0.0020185644378437617
8,11,7.254085117320057,0.023013571933160757,-0.12096178889678079,0.0010229666471848267,0.004656999948855087
8,12,1.0466198088577006,0.015226704463052555,0.009151920463610174,1.5806804357689982e-05,5.1910336967784035e-05
12,13,14.95478072187012,-0.12135202519250636,0.22230317807497973,0.0008856360370920607,0.0029118606638223465
12,14,29.117710799328826,-0.48362106114679143,0.09635742806034427,0.0068420775188676175,0.02210321001694253
0,14,86.4070242410278,1.492649996475077,0.44115762745381065,0.039869368164808794,0.2038265133123863
0,15,44.293953891240704,0.7972391420345936,0.03201090945365742,0.02672181828989806,0.12124876098119615
0,16,52.261615802196225,0.9380098780262931,0.07988781066492052,0.01950131411371059,0.08849334867801517
2,14,20.23128271236103,0.3373156694191053,-0.07316737041133642,0.001989221308653699,0.006507929699195919
3,17,8.446815319652856,0.14115717352598564,0.024169828346955174,0.00021404606713298913,0.011879556725879648
3,17,10.90110701340645,0.18233236467439337,0.030238378653665,0.0003565024023532426,0.01532960330118837
4,5,4.750266691634977,0.00956889665511116,-0.07965193102652834,0.00020443919542239425,0.000433921854559427
6,7,47.34555877735311,-0.789464085625229,-0.15490567753888745,0.00934748005974595,0.047880611273549145
9,11,17.465902878661268,-0.19111555243682538,-0.22674212500415486,0.0025350299488589023,0.011549476367615247
10,12,8.059243683633527,-0.11745364663644657,-0.06735926974926736,0.0004345249156803427,0.0014263273053731346
11,12,37.396722990726474,-0.014810074034771165,0.6572793450181282,0.007468069301193397,0.024334139552124157
11,15,20.602680606969145,-0.3382251848720778,0.12959067414565667,0.0022921404056769346,0.010352827201883727
11,16,28.807605402715264,-0.48862471639842764,0.13316997317155355,0.009883848464246558,0.04456443989003239
13,14,39.73110197363041,-0.6666790436190276,-0.02719389918769373,0.008098015178357842,0.02590417277338604
17,18,3.328772829135658,0.050918990950519286,0.022711701530819008,0.0015324647581872533,0.002277089716612314
18,19,1.3600728063214662,0.01638652910406487,0.014434611665931213,0.00015704785346824096,0.00024084370461207108
20,19,0.502390043498405,0.006771281559950335,-0.004134960450575618,7.571872674182537e-07,5.8810735060432946e-05
20,21,0.5023896212908425,-0.006771274300153474,0.004134959545277065,5.572888921303448e-06,8.859076138484356e-06
21,22,6.65284172214103,0.09558447692819617,0.04361934967860256,0.00013278090893956151,0.0002018269815881671
22,23,2.5023318134114625,0.032451705659264016,0.022417529970957244,0.0003118308827099181,0.000480893662840879
23,24,4.960343064285695,0.07213090680472183,0.027332803931463673,7.381500994622925e-05,0.008724934175643396
23,24,4.766781754637264,0.06930755684858313,0.026289111989066236,6.81666248890378e-05,0.008384494861350462
23,25,7.318021757210859,-0.1092990070747285,-0.03168518301449366,0.0001606603273170415,0.0007599233482095819
25,26,7.318023910190953,-0.1094597105980214,-0.032445078822267784,0.0026508969605312654,0.004080774714999638
26,27,12.988282676267747,-0.20511058338229127,-0.041525860185487505,0.003127614326729977,0.004828064834466593
27,28,16.04413816794919,-0.2542381940953267,-0.0693539242924477,0.0032279761941851337,0.004533067047815018
6,28,37.956640421873225,0.6204269203723562,0.1762553233570383,0.004322119656346102,0.028007335373123
24,29,6.148675696923583,0.07829680477016514,0.048781363891452774,0.0015311516194505131,0.002291056497251885
29,30,3.4074344493464,0.040765716168087426,0.028490433114619535,0.001135517611700762,0.0017311418804149617
30,31,1.3186635596083174,-0.018369464743855448,-0.0022403914506273007,0.0002644826720410512,0.0003938548666489062
31,32,2.986526320842302,0.03810482234879846,0.01909606260942141,0.00010489143210938578,9.632886622290907e-05
33,31,5.506084156749442,0.07282941341069137,0.038397934145935106,9.095088822362596e-05,0.008667619647711133
33,34,5.506109121422241,-0.07282991515280879,-0.03839778289527514,0.0004729489054418473,0.0007094226020499805
34,35,9.950965095297022,-0.13330283511063473,-0.06910712845695595,0.0012773800101348043,0.0015952393008076132
35,36,11.601881582495041,-0.16030123844213337,-0.07562167246265052,0.0011710518094118771,0.001477948145671537
36,37,13.900909589100818,-0.1931368237936958,-0.09307147275391758,0.0037738851592000744,0.005849231631579813
36,38,2.299481324982587,0.03166457971671083,0.015971812826729107,3.791219498947701e-05,6.0120175318045116e-05
35,39,1.7141500968512202,0.02572104956126902,0.004919289481368852,2.64447949908167e-05,4.107758155240133e-05
21,37,6.947214760996682,-0.10236132375749615,-0.03949324949108512,0.00027799944730795556,0.0004271345674783725
10,40,6.8750430910837625,0.09921454227157382,0.05913910531639223,0.00014179865251277846,0.0106207190732069
40,41,6.9432318121332575,0.09498938888147927,0.05821559726367971,0.0029937458626148744,0.005090814220485226
40,42,8.742715881759192,-0.12731937554140033,-0.058899987668429715,0.00022930524296749244,0.00944737601026073
37,43,17.303006358370904,-0.26688310114106767,-0.06332253786741007,0.002595746230608098,0.005254364673682052
14,44,24.8272157082503,0.4028668552476129,0.1288119753782123,0.0018491719194719813,0.019268371400897932
13,45,28.593502092290468,0.4394413663950448,0.19358522146757196,0.0024527650857054106,0.018027823379935082
45,46,28.593501738759887,0.43698859253794137,0.17555740343582926,0.005641359553949954,0.016678801271969912
46,47,8.772181849203726,0.13434726246796666,0.04287860523688339,0.00042015341219941993,0.0005378887090245338
47,48,2.936279043900257,-0.0016394072012104622,-0.04698728269798002,0.00021571579437407173,0.00033365982266449906
48,49,4.888543777423029,0.07794181287319736,0.011893767576276547,0.0005742655821386472,0.0009176778341292088
49,50,10.170854331448192,-0.13263244975423255,-0.09402389689425385,0.004301296232235352,0.006827454336881519
9,50,21.069803153341557,0.3182655528945875,0.16333383686223657,0.0013318098147616642,0.009482485881103175
12,48,22.379451263405937,0.3000176604976062,0.23159901609343753,0.0015025195165535021,0.02869812276617159
28,51,11.664451851269295,0.1886386430325698,0.04836099129664603,0.005885931244212439,0.007632934415171523
51,52,8.41382804956033,0.13375271213752157,0.018728059248413375,0.0016183166059514087,0.0020897946722522077
52,53,4.707120487808108,-0.06786559812287964,-0.030748396911502905,0.0012483244383750952,0.0015421260367572964
53,54,7.370477208482792,-0.11011392242557345,-0.046290522238900844,0.0028226716252285067,0.003691311334377931
10,42,10.093210207802574,0.14785432296557052,0.08302332420576347,0.0003056186768966296,0.004675965756519046
43,44,24.827215714010052,-0.3894788495987625,-0.08657689267300729,0.011538832776070262,0.022966714108888744
39,55,1.7141490537589181,0.025694589016976348,0.004878209529982594,8.814920935507758e-06,0.0010533830517931797
55,40,4.427781451366133,-0.06515024930015069,-0.015973793390725636,0.0032525107395981745,0.0032289844413009063
55,41,1.496239554659321,-0.020852932829438137,-0.008887072453153273,0.00014271921631410153,0.00023775342388326036
38,56,2.2994793709424988,0.03162662767317079,0.015911704915694845,1.5862816132174162e-05,0.0021494115859090803
56,55,2.3967231623554794,-0.03538915441106865,-0.006237686086202418,0.00029985151606589516,0.00044805398952375494
37,48,4.3592641987560885,-0.03806263168364084,-0.05767710398332228,0.0006556098539806376,0.0010090682762699324
37,47,10.139281197632906,-0.13460426386295624,-0.08784143984284742,0.0009622550171957123,0.0014865606355395494
8,54,11.904534505115016,0.18136174806369465,0.08910493659688828,0.0004251538253504106,0.005123103595472578
